======================================================================
HOPPER-AERO MODEE CONTROLLER (LCM)
- Always sends commands; underlying hopper_driver handles mode switching
- Right stick: desired vx/vy (same mapping as Hopper4.py)
- Press Y: start CSV log (saved under ~/hopper_logs/modee_csv/ by default). Log stops when program exits.
  (Override directory: export MODEE_LOG_DIR=/your/path)
======================================================================
[run_modee] LCM URL: udpm://239.255.76.67:7667?ttl=255
[run_modee] Safety limits:
  - tau_max: (20.0, 20.0, 20.0) Nm
  - tau_sign: (1.0, 1.0, 1.0)
  - tau_out_scale: 1.0
  - tau_out_max: 8.0
  - pwm_range: [1000.0, 1300.0] us
  - thrust_ratio: 0.22
  - thrust_max_each: 10.0 N/arm
  - thrust_min_each: 0.0 N/arm
  - wbc_w_t_ref: 0.01
  - wbc_w_tsum_ref: 0.0
  - swing_kp_xy: 20.0, swing_kd_xy: 0.8 (XY)
  - swing_kp_z: 220.0, swing_kd_z: 10 (Z)
  - use_foot_vel_lpf: True
  - foot_vel_lpf_tau: 0.015 s (~10.6 Hz cutoff)
======================================================================
[modee] waiting... have_motor=False have_imu=False have_gamepad=False
[modee] FLIGHT | pos=[-0.000,+0.000,-0.480]m | f_tot=[+2.83,+0.02,+7.77]N(w) | f_grf=[+0.00,+0.00,-0.00]N(w) | f_leg=[-0.00,-0.00,+0.00]N(w) | f_prop=[+2.83,+0.02,+7.77]N(w) | tau=[+1.50,+2.31,+3.35]Nm | pwm=[1000,1300,1217,1000,1000,1000]us
[modee] FLIGHT | pos=[-0.052,-0.381,-0.244]m | f_tot=[+7.92,+0.81,+2.21]N(w) | f_grf=[-0.00,-0.00,+0.00]N(w) | f_leg=[+0.00,+0.00,-0.00]N(w) | f_prop=[+7.92,+0.81,+2.21]N(w) | tau=[-0.40,-0.11,+0.22]Nm | pwm=[1000,1233,1000,1300,1000,1000]us
[modee] FLIGHT | pos=[-0.051,-0.381,-0.244]m | f_tot=[+7.92,+0.80,+2.21]N(w) | f_grf=[-0.00,-0.00,+0.00]N(w) | f_leg=[+0.00,+0.00,-0.00]N(w) | f_prop=[+7.92,+0.80,+2.21]N(w) | tau=[-0.40,-0.11,+0.22]Nm | pwm=[1000,1233,1000,1300,1000,1000]us
[modee] FLIGHT | pos=[-0.051,-0.381,-0.244]m | f_tot=[+7.92,+0.80,+2.21]N(w) | f_grf=[-0.00,-0.00,+0.00]N(w) | f_leg=[+0.00,+0.00,-0.00]N(w) | f_prop=[+7.92,+0.80,+2.21]N(w) | tau=[-0.40,-0.11,+0.22]Nm | pwm=[1000,1233,1000,1300,1000,1000]us
[modee] FLIGHT | pos=[-0.051,-0.381,-0.244]m | f_tot=[+7.92,+0.79,+2.21]N(w) | f_grf=[-0.00,-0.00,+0.00]N(w) | f_leg=[+0.00,+0.00,-0.00]N(w) | f_prop=[+7.92,+0.79,+2.21]N(w) | tau=[-0.40,-0.11,+0.22]Nm | pwm=[1000,1233,1000,1300,1000,1000]us
[modee] FLIGHT | pos=[-0.051,-0.381,-0.245]m | f_tot=[+7.92,+0.78,+2.21]N(w) | f_grf=[-0.00,-0.00,+0.00]N(w) | f_leg=[+0.00,+0.00,-0.00]N(w) | f_prop=[+7.92,+0.78,+2.21]N(w) | tau=[-0.41,-0.11,+0.22]Nm | pwm=[1000,1233,1000,1300,1000,1000]us
[modee] FLIGHT | pos=[-0.051,-0.381,-0.245]m | f_tot=[+7.92,+0.77,+2.21]N(w) | f_grf=[-0.00,-0.00,+0.00]N(w) | f_leg=[+0.00,+0.00,-0.00]N(w) | f_prop=[+7.92,+0.77,+2.21]N(w) | tau=[-0.41,-0.10,+0.22]Nm | pwm=[1000,1232,1000,1300,1000,1000]us
[modee] FLIGHT | pos=[-0.051,-0.381,-0.245]m | f_tot=[+7.92,+0.77,+2.21]N(w) | f_grf=[-0.00,-0.00,+0.00]N(w) | f_leg=[+0.00,+0.00,-0.00]N(w) | f_prop=[+7.92,+0.77,+2.21]N(w) | tau=[-0.41,-0.10,+0.22]Nm | pwm=[1000,1232,1000,1300,1000,1000]us
[modee] FLIGHT | pos=[-0.051,-0.381,-0.245]m | f_tot=[+7.92,+0.76,+2.21]N(w) | f_grf=[-0.00,-0.00,+0.00]N(w) | f_leg=[+0.00,+0.00,-0.00]N(w) | f_prop=[+7.92,+0.76,+2.21]N(w) | tau=[-0.41,-0.10,+0.22]Nm | pwm=[1000,1232,1000,1300,1000,1000]us
[modee] FLIGHT | pos=[-0.051,-0.381,-0.246]m | f_tot=[+7.92,+0.75,+2.21]N(w) | f_grf=[-0.00,-0.00,+0.00]N(w) | f_leg=[+0.00,+0.00,-0.00]N(w) | f_prop=[+7.92,+0.75,+2.21]N(w) | tau=[-0.42,-0.10,+0.22]Nm | pwm=[1000,1231,1000,1300,1000,1000]us
[modee] FLIGHT | pos=[-0.051,-0.381,-0.246]m | f_tot=[+7.92,+0.75,+2.21]N(w) | f_grf=[-0.00,-0.00,+0.00]N(w) | f_leg=[+0.00,+0.00,-0.00]N(w) | f_prop=[+7.92,+0.75,+2.21]N(w) | tau=[-0.42,-0.10,+0.22]Nm | pwm=[1000,1231,1000,1300,1000,1000]us
[modee] FLIGHT | pos=[-0.051,-0.381,-0.246]m | f_tot=[+7.92,+0.74,+2.21]N(w) | f_grf=[-0.00,-0.00,+0.00]N(w) | f_leg=[+0.00,+0.00,-0.00]N(w) | f_prop=[+7.92,+0.74,+2.21]N(w) | tau=[-0.42,-0.10,+0.22]Nm | pwm=[1000,1231,1000,1300,1000,1000]us
[modee] FLIGHT | pos=[-0.051,-0.381,-0.246]m | f_tot=[+7.92,+0.73,+2.21]N(w) | f_grf=[-0.00,-0.00,+0.00]N(w) | f_leg=[+0.00,+0.00,-0.00]N(w) | f_prop=[+7.92,+0.73,+2.21]N(w) | tau=[-0.42,-0.10,+0.22]Nm | pwm=[1000,1231,1000,1300,1000,1000]us
[modee] FLIGHT | pos=[-0.050,-0.381,-0.247]m | f_tot=[+7.92,+0.72,+2.21]N(w) | f_grf=[-0.00,-0.00,+0.00]N(w) | f_leg=[+0.00,+0.00,-0.00]N(w) | f_prop=[+7.92,+0.72,+2.21]N(w) | tau=[-0.42,-0.10,+0.22]Nm | pwm=[1000,1230,1000,1300,1000,1000]us
[modee] FLIGHT | pos=[-0.050,-0.381,-0.247]m | f_tot=[+7.92,+0.72,+2.21]N(w) | f_grf=[-0.00,-0.00,+0.00]N(w) | f_leg=[+0.00,+0.00,-0.00]N(w) | f_prop=[+7.92,+0.72,+2.21]N(w) | tau=[-0.43,-0.10,+0.22]Nm | pwm=[1000,1230,1000,1300,1000,1000]us
[modee] FLIGHT | pos=[-0.050,-0.381,-0.247]m | f_tot=[+7.91,+0.71,+2.21]N(w) | f_grf=[-0.00,-0.00,+0.00]N(w) | f_leg=[+0.00,+0.00,-0.00]N(w) | f_prop=[+7.91,+0.71,+2.21]N(w) | tau=[-0.43,-0.10,+0.22]Nm | pwm=[1000,1230,1000,1300,1000,1000]us
[modee] FLIGHT | pos=[-0.050,-0.381,-0.248]m | f_tot=[+7.91,+0.70,+2.21]N(w) | f_grf=[-0.00,-0.00,+0.00]N(w) | f_leg=[+0.00,+0.00,-0.00]N(w) | f_prop=[+7.91,+0.70,+2.21]N(w) | tau=[-0.43,-0.10,+0.22]Nm | pwm=[1000,1229,1000,1300,1000,1000]us
[modee] FLIGHT | pos=[-0.050,-0.380,-0.248]m | f_tot=[+7.91,+0.69,+2.21]N(w) | f_grf=[-0.00,-0.00,+0.00]N(w) | f_leg=[+0.00,+0.00,-0.00]N(w) | f_prop=[+7.91,+0.69,+2.21]N(w) | tau=[-0.43,-0.10,+0.22]Nm | pwm=[1000,1229,1000,1300,1000,1000]us
[modee] FLIGHT | pos=[-0.049,-0.380,-0.248]m | f_tot=[+7.91,+0.68,+2.21]N(w) | f_grf=[-0.00,-0.00,+0.00]N(w) | f_leg=[+0.00,+0.00,-0.00]N(w) | f_prop=[+7.91,+0.68,+2.21]N(w) | tau=[-0.44,-0.10,+0.22]Nm | pwm=[1000,1228,1000,1300,1000,1000]us
[modee] FLIGHT | pos=[-0.049,-0.380,-0.248]m | f_tot=[+7.91,+0.68,+2.21]N(w) | f_grf=[-0.00,-0.00,+0.00]N(w) | f_leg=[+0.00,+0.00,-0.00]N(w) | f_prop=[+7.91,+0.68,+2.21]N(w) | tau=[-0.44,-0.10,+0.22]Nm | pwm=[1000,1228,1000,1300,1000,1000]us
[modee] FLIGHT | pos=[-0.049,-0.380,-0.249]m | f_tot=[+7.91,+0.67,+2.21]N(w) | f_grf=[-0.00,-0.00,+0.00]N(w) | f_leg=[+0.00,+0.00,-0.00]N(w) | f_prop=[+7.91,+0.67,+2.21]N(w) | tau=[-0.44,-0.10,+0.22]Nm | pwm=[1000,1228,1000,1300,1000,1000]us
[modee] FLIGHT | pos=[-0.049,-0.380,-0.249]m | f_tot=[+7.91,+0.66,+2.21]N(w) | f_grf=[-0.00,-0.00,+0.00]N(w) | f_leg=[+0.00,+0.00,-0.00]N(w) | f_prop=[+7.91,+0.66,+2.21]N(w) | tau=[-0.44,-0.10,+0.22]Nm | pwm=[1000,1227,1000,1300,1000,1000]us
[modee] FLIGHT | pos=[-0.049,-0.380,-0.249]m | f_tot=[+7.91,+0.65,+2.21]N(w) | f_grf=[-0.00,-0.00,+0.00]N(w) | f_leg=[+0.00,+0.00,-0.00]N(w) | f_prop=[+7.91,+0.65,+2.21]N(w) | tau=[-0.45,-0.10,+0.22]Nm | pwm=[1000,1227,1000,1300,1000,1000]us
[modee] FLIGHT | pos=[-0.048,-0.380,-0.250]m | f_tot=[+7.91,+0.64,+2.21]N(w) | f_grf=[-0.00,-0.00,+0.00]N(w) | f_leg=[+0.00,+0.00,-0.00]N(w) | f_prop=[+7.91,+0.64,+2.21]N(w) | tau=[-0.45,-0.09,+0.22]Nm | pwm=[1000,1227,1000,1300,1000,1000]us
[modee] FLIGHT | pos=[-0.048,-0.380,-0.250]m | f_tot=[+7.91,+0.63,+2.21]N(w) | f_grf=[-0.00,-0.00,+0.00]N(w) | f_leg=[+0.00,+0.00,-0.00]N(w) | f_prop=[+7.91,+0.63,+2.21]N(w) | tau=[-0.45,-0.09,+0.22]Nm | pwm=[1000,1226,1000,1300,1000,1000]us
[modee] FLIGHT | pos=[-0.048,-0.380,-0.250]m | f_tot=[+7.91,+0.63,+2.21]N(w) | f_grf=[-0.00,-0.00,+0.00]N(w) | f_leg=[+0.00,+0.00,-0.00]N(w) | f_prop=[+7.91,+0.63,+2.21]N(w) | tau=[-0.45,-0.09,+0.22]Nm | pwm=[1000,1226,1000,1300,1000,1000]us
[modee] FLIGHT | pos=[-0.047,-0.380,-0.251]m | f_tot=[+7.91,+0.62,+2.21]N(w) | f_grf=[-0.00,-0.00,+0.00]N(w) | f_leg=[+0.00,+0.00,-0.00]N(w) | f_prop=[+7.91,+0.62,+2.21]N(w) | tau=[-0.46,-0.09,+0.22]Nm | pwm=[1000,1226,1000,1300,1000,1000]us
[modee] FLIGHT | pos=[-0.047,-0.380,-0.251]m | f_tot=[+7.91,+0.61,+2.21]N(w) | f_grf=[-0.00,-0.00,+0.00]N(w) | f_leg=[+0.00,+0.00,-0.00]N(w) | f_prop=[+7.91,+0.61,+2.21]N(w) | tau=[-0.46,-0.09,+0.22]Nm | pwm=[1000,1225,1000,1300,1000,1000]us
[modee] FLIGHT | pos=[-0.047,-0.380,-0.251]m | f_tot=[+7.91,+0.60,+2.21]N(w) | f_grf=[-0.00,-0.00,+0.00]N(w) | f_leg=[+0.00,+0.00,-0.00]N(w) | f_prop=[+7.91,+0.60,+2.21]N(w) | tau=[-0.46,-0.09,+0.22]Nm | pwm=[1000,1225,1000,1300,1000,1000]us
[modee] FLIGHT | pos=[-0.047,-0.380,-0.252]m | f_tot=[+7.91,+0.59,+2.21]N(w) | f_grf=[-0.00,-0.00,+0.00]N(w) | f_leg=[+0.00,+0.00,-0.00]N(w) | f_prop=[+7.91,+0.59,+2.21]N(w) | tau=[-0.46,-0.09,+0.22]Nm | pwm=[1000,1225,1000,1300,1000,1000]us
[modee] FLIGHT | pos=[-0.046,-0.379,-0.252]m | f_tot=[+7.91,+0.58,+2.21]N(w) | f_grf=[-0.00,-0.00,+0.00]N(w) | f_leg=[+0.00,+0.00,-0.00]N(w) | f_prop=[+7.91,+0.58,+2.21]N(w) | tau=[-0.47,-0.09,+0.22]Nm | pwm=[1000,1225,1000,1300,1000,1000]us
[modee] FLIGHT | pos=[-0.046,-0.379,-0.252]m | f_tot=[+7.91,+0.57,+2.21]N(w) | f_grf=[-0.00,-0.00,+0.00]N(w) | f_leg=[+0.00,+0.00,-0.00]N(w) | f_prop=[+7.91,+0.57,+2.21]N(w) | tau=[-0.47,-0.08,+0.22]Nm | pwm=[1000,1224,1000,1300,1000,1000]us
[modee] FLIGHT | pos=[-0.046,-0.379,-0.253]m | f_tot=[+7.90,+0.56,+2.21]N(w) | f_grf=[-0.00,-0.00,+0.00]N(w) | f_leg=[+0.00,+0.00,-0.00]N(w) | f_prop=[+7.90,+0.56,+2.21]N(w) | tau=[-0.47,-0.08,+0.22]Nm | pwm=[1000,1224,1000,1300,1000,1000]us
[modee] FLIGHT | pos=[-0.045,-0.379,-0.253]m | f_tot=[+7.90,+0.55,+2.21]N(w) | f_grf=[-0.00,-0.00,+0.00]N(w) | f_leg=[+0.00,+0.00,-0.00]N(w) | f_prop=[+7.90,+0.55,+2.21]N(w) | tau=[-0.47,-0.08,+0.22]Nm | pwm=[1000,1223,1000,1300,1000,1000]us
[modee] FLIGHT | pos=[-0.045,-0.379,-0.253]m | f_tot=[+7.90,+0.55,+2.21]N(w) | f_grf=[-0.00,-0.00,+0.00]N(w) | f_leg=[+0.00,+0.00,-0.00]N(w) | f_prop=[+7.90,+0.55,+2.21]N(w) | tau=[-0.48,-0.08,+0.22]Nm | pwm=[1000,1223,1000,1300,1000,1000]us
[modee] FLIGHT | pos=[-0.045,-0.379,-0.254]m | f_tot=[+7.90,+0.54,+2.22]N(w) | f_grf=[-0.00,-0.00,+0.00]N(w) | f_leg=[+0.00,+0.00,-0.00]N(w) | f_prop=[+7.90,+0.54,+2.22]N(w) | tau=[-0.48,-0.08,+0.22]Nm | pwm=[1000,1223,1000,1300,1000,1000]us
[modee] FLIGHT | pos=[-0.045,-0.379,-0.254]m | f_tot=[+7.90,+0.53,+2.22]N(w) | f_grf=[-0.00,-0.00,+0.00]N(w) | f_leg=[+0.00,+0.00,-0.00]N(w) | f_prop=[+7.90,+0.53,+2.22]N(w) | tau=[-0.48,-0.08,+0.22]Nm | pwm=[1000,1223,1000,1300,1000,1000]us
[modee] FLIGHT | pos=[-0.044,-0.379,-0.254]m | f_tot=[+7.90,+0.52,+2.22]N(w) | f_grf=[-0.00,-0.00,+0.00]N(w) | f_leg=[+0.00,+0.00,-0.00]N(w) | f_prop=[+7.90,+0.52,+2.22]N(w) | tau=[-0.48,-0.08,+0.22]Nm | pwm=[1000,1222,1000,1300,1000,1000]us
[modee] FLIGHT | pos=[-0.044,-0.379,-0.254]m | f_tot=[+7.90,+0.51,+2.22]N(w) | f_grf=[-0.00,-0.00,+0.00]N(w) | f_leg=[+0.00,+0.00,-0.00]N(w) | f_prop=[+7.90,+0.51,+2.22]N(w) | tau=[-0.49,-0.07,+0.22]Nm | pwm=[1000,1222,1000,1300,1000,1000]us
[modee] FLIGHT | pos=[-0.044,-0.379,-0.255]m | f_tot=[+7.90,+0.51,+2.22]N(w) | f_grf=[-0.00,-0.00,+0.00]N(w) | f_leg=[+0.00,+0.00,-0.00]N(w) | f_prop=[+7.90,+0.51,+2.22]N(w) | tau=[-0.49,-0.07,+0.22]Nm | pwm=[1000,1222,1000,1300,1000,1000]us
[modee] FLIGHT | pos=[-0.043,-0.379,-0.255]m | f_tot=[+7.90,+0.50,+2.22]N(w) | f_grf=[-0.00,-0.00,+0.00]N(w) | f_leg=[+0.00,+0.00,-0.00]N(w) | f_prop=[+7.90,+0.50,+2.22]N(w) | tau=[-0.49,-0.07,+0.22]Nm | pwm=[1000,1221,1000,1300,1000,1000]us
[modee] FLIGHT | pos=[-0.043,-0.379,-0.255]m | f_tot=[+7.90,+0.49,+2.22]N(w) | f_grf=[-0.00,-0.00,+0.00]N(w) | f_leg=[+0.00,+0.00,-0.00]N(w) | f_prop=[+7.90,+0.49,+2.22]N(w) | tau=[-0.49,-0.07,+0.21]Nm | pwm=[1000,1221,1000,1300,1000,1000]us
[modee] FLIGHT | pos=[-0.043,-0.378,-0.256]m | f_tot=[+7.90,+0.48,+2.22]N(w) | f_grf=[-0.00,-0.00,+0.00]N(w) | f_leg=[+0.00,+0.00,-0.00]N(w) | f_prop=[+7.90,+0.48,+2.22]N(w) | tau=[-0.50,-0.07,+0.21]Nm | pwm=[1000,1221,1000,1300,1000,1000]us
[modee] FLIGHT | pos=[-0.043,-0.378,-0.256]m | f_tot=[+7.90,+0.47,+2.22]N(w) | f_grf=[-0.00,-0.00,+0.00]N(w) | f_leg=[+0.00,+0.00,-0.00]N(w) | f_prop=[+7.90,+0.47,+2.22]N(w) | tau=[-0.50,-0.07,+0.21]Nm | pwm=[1000,1220,1000,1300,1000,1000]us
[modee] FLIGHT | pos=[-0.042,-0.378,-0.256]m | f_tot=[+7.90,+0.46,+2.22]N(w) | f_grf=[-0.00,-0.00,+0.00]N(w) | f_leg=[+0.00,+0.00,-0.00]N(w) | f_prop=[+7.90,+0.46,+2.22]N(w) | tau=[-0.50,-0.06,+0.21]Nm | pwm=[1000,1220,1000,1300,1000,1000]us
[modee] FLIGHT | pos=[-0.042,-0.378,-0.257]m | f_tot=[+7.90,+0.45,+2.22]N(w) | f_grf=[-0.00,-0.00,+0.00]N(w) | f_leg=[+0.00,+0.00,-0.00]N(w) | f_prop=[+7.90,+0.45,+2.22]N(w) | tau=[-0.50,-0.06,+0.21]Nm | pwm=[1000,1220,1000,1300,1000,1000]us
[modee] FLIGHT | pos=[-0.042,-0.378,-0.257]m | f_tot=[+7.90,+0.44,+2.22]N(w) | f_grf=[-0.00,-0.00,+0.00]N(w) | f_leg=[+0.00,+0.00,-0.00]N(w) | f_prop=[+7.90,+0.44,+2.22]N(w) | tau=[-0.51,-0.06,+0.21]Nm | pwm=[1000,1219,1000,1300,1000,1000]us
[modee] FLIGHT | pos=[-0.042,-0.378,-0.257]m | f_tot=[+7.90,+0.44,+2.22]N(w) | f_grf=[-0.00,-0.00,+0.00]N(w) | f_leg=[+0.00,+0.00,-0.00]N(w) | f_prop=[+7.90,+0.44,+2.22]N(w) | tau=[-0.51,-0.06,+0.21]Nm | pwm=[1000,1219,1000,1300,1000,1000]us
[modee] FLIGHT | pos=[-0.041,-0.378,-0.258]m | f_tot=[+7.90,+0.43,+2.22]N(w) | f_grf=[-0.00,-0.00,+0.00]N(w) | f_leg=[+0.00,+0.00,-0.00]N(w) | f_prop=[+7.90,+0.43,+2.22]N(w) | tau=[-0.51,-0.06,+0.21]Nm | pwm=[1000,1219,1000,1300,1000,1000]us
[modee] FLIGHT | pos=[-0.041,-0.378,-0.258]m | f_tot=[+7.90,+0.42,+2.22]N(w) | f_grf=[-0.00,-0.00,+0.00]N(w) | f_leg=[+0.00,+0.00,-0.00]N(w) | f_prop=[+7.90,+0.42,+2.22]N(w) | tau=[-0.51,-0.06,+0.21]Nm | pwm=[1000,1219,1000,1300,1000,1000]us
[modee] FLIGHT | pos=[-0.041,-0.378,-0.258]m | f_tot=[+7.89,+0.41,+2.22]N(w) | f_grf=[-0.00,-0.00,+0.00]N(w) | f_leg=[+0.00,+0.00,-0.00]N(w) | f_prop=[+7.89,+0.41,+2.22]N(w) | tau=[-0.52,-0.05,+0.21]Nm | pwm=[1000,1218,1000,1300,1000,1000]us
[modee] FLIGHT | pos=[-0.041,-0.378,-0.258]m | f_tot=[+7.89,+0.40,+2.22]N(w) | f_grf=[-0.00,-0.00,+0.00]N(w) | f_leg=[+0.00,+0.00,-0.00]N(w) | f_prop=[+7.89,+0.40,+2.22]N(w) | tau=[-0.52,-0.05,+0.21]Nm | pwm=[1000,1218,1000,1300,1000,1000]us
[modee] FLIGHT | pos=[-0.040,-0.378,-0.259]m | f_tot=[+7.89,+0.40,+2.22]N(w) | f_grf=[-0.00,-0.00,+0.00]N(w) | f_leg=[+0.00,+0.00,-0.00]N(w) | f_prop=[+7.89,+0.40,+2.22]N(w) | tau=[-0.52,-0.05,+0.21]Nm | pwm=[1000,1218,1000,1300,1000,1000]us
[modee] FLIGHT | pos=[-0.040,-0.378,-0.259]m | f_tot=[+7.89,+0.39,+2.23]N(w) | f_grf=[-0.00,-0.00,+0.00]N(w) | f_leg=[+0.00,+0.00,-0.00]N(w) | f_prop=[+7.89,+0.39,+2.23]N(w) | tau=[-0.52,-0.05,+0.21]Nm | pwm=[1000,1217,1000,1300,1000,1000]us
[modee] FLIGHT | pos=[-0.040,-0.378,-0.259]m | f_tot=[+7.89,+0.38,+2.23]N(w) | f_grf=[-0.00,-0.00,+0.00]N(w) | f_leg=[+0.00,+0.00,-0.00]N(w) | f_prop=[+7.89,+0.38,+2.23]N(w) | tau=[-0.53,-0.05,+0.21]Nm | pwm=[1000,1217,1000,1300,1000,1000]us
[modee] FLIGHT | pos=[-0.040,-0.378,-0.259]m | f_tot=[+7.89,+0.37,+2.23]N(w) | f_grf=[-0.00,-0.00,+0.00]N(w) | f_leg=[+0.00,+0.00,-0.00]N(w) | f_prop=[+7.89,+0.37,+2.23]N(w) | tau=[-0.53,-0.05,+0.21]Nm | pwm=[1000,1217,1000,1300,1000,1000]us
[modee] FLIGHT | pos=[-0.039,-0.378,-0.260]m | f_tot=[+7.89,+0.36,+2.23]N(w) | f_grf=[-0.00,-0.00,+0.00]N(w) | f_leg=[+0.00,+0.00,-0.00]N(w) | f_prop=[+7.89,+0.36,+2.23]N(w) | tau=[-0.53,-0.05,+0.21]Nm | pwm=[1000,1216,1000,1300,1000,1000]us
[modee] FLIGHT | pos=[-0.039,-0.377,-0.260]m | f_tot=[+7.89,+0.36,+2.23]N(w) | f_grf=[-0.00,-0.00,+0.00]N(w) | f_leg=[+0.00,+0.00,-0.00]N(w) | f_prop=[+7.89,+0.36,+2.23]N(w) | tau=[-0.53,-0.04,+0.21]Nm | pwm=[1000,1216,1000,1300,1000,1000]us
[modee] FLIGHT | pos=[-0.039,-0.377,-0.260]m | f_tot=[+7.89,+0.35,+2.23]N(w) | f_grf=[-0.00,-0.00,+0.00]N(w) | f_leg=[+0.00,+0.00,-0.00]N(w) | f_prop=[+7.89,+0.35,+2.23]N(w) | tau=[-0.54,-0.04,+0.21]Nm | pwm=[1000,1216,1000,1300,1000,1000]us
[modee] FLIGHT | pos=[-0.039,-0.377,-0.260]m | f_tot=[+7.89,+0.34,+2.23]N(w) | f_grf=[-0.00,-0.00,+0.00]N(w) | f_leg=[+0.00,+0.00,-0.00]N(w) | f_prop=[+7.89,+0.34,+2.23]N(w) | tau=[-0.54,-0.04,+0.21]Nm | pwm=[1000,1215,1000,1300,1000,1000]us
[modee] FLIGHT | pos=[-0.039,-0.377,-0.261]m | f_tot=[+7.89,+0.33,+2.23]N(w) | f_grf=[-0.00,-0.00,+0.00]N(w) | f_leg=[+0.00,+0.00,-0.00]N(w) | f_prop=[+7.89,+0.33,+2.23]N(w) | tau=[-0.54,-0.04,+0.21]Nm | pwm=[1000,1215,1000,1300,1000,1000]us
[modee] FLIGHT | pos=[-0.038,-0.377,-0.261]m | f_tot=[+7.89,+0.32,+2.23]N(w) | f_grf=[-0.00,-0.00,+0.00]N(w) | f_leg=[+0.00,+0.00,-0.00]N(w) | f_prop=[+7.89,+0.32,+2.23]N(w) | tau=[-0.54,-0.04,+0.21]Nm | pwm=[1000,1215,1000,1300,1000,1000]us
[modee] FLIGHT | pos=[-0.038,-0.377,-0.261]m | f_tot=[+7.89,+0.32,+2.23]N(w) | f_grf=[-0.00,-0.00,+0.00]N(w) | f_leg=[+0.00,+0.00,-0.00]N(w) | f_prop=[+7.89,+0.32,+2.23]N(w) | tau=[-0.55,-0.04,+0.21]Nm | pwm=[1000,1214,1000,1300,1000,1000]us
[modee] FLIGHT | pos=[-0.038,-0.377,-0.261]m | f_tot=[+7.89,+0.31,+2.23]N(w) | f_grf=[-0.00,-0.00,+0.00]N(w) | f_leg=[+0.00,+0.00,-0.00]N(w) | f_prop=[+7.89,+0.31,+2.23]N(w) | tau=[-0.55,-0.04,+0.21]Nm | pwm=[1000,1214,1000,1300,1000,1000]us
[modee] FLIGHT | pos=[-0.038,-0.377,-0.262]m | f_tot=[+7.89,+0.30,+2.23]N(w) | f_grf=[-0.00,-0.00,+0.00]N(w) | f_leg=[+0.00,+0.00,-0.00]N(w) | f_prop=[+7.89,+0.30,+2.23]N(w) | tau=[-0.55,-0.04,+0.21]Nm | pwm=[1000,1214,1000,1300,1000,1000]us
[modee] FLIGHT | pos=[-0.038,-0.377,-0.262]m | f_tot=[+7.88,+0.29,+2.24]N(w) | f_grf=[-0.00,-0.00,+0.00]N(w) | f_leg=[+0.00,+0.00,-0.00]N(w) | f_prop=[+7.88,+0.29,+2.24]N(w) | tau=[-0.55,-0.03,+0.21]Nm | pwm=[1000,1213,1000,1300,1000,1000]us
[modee] FLIGHT | pos=[-0.037,-0.377,-0.262]m | f_tot=[+7.88,+0.28,+2.24]N(w) | f_grf=[-0.00,-0.00,+0.00]N(w) | f_leg=[+0.00,+0.00,-0.00]N(w) | f_prop=[+7.88,+0.28,+2.24]N(w) | tau=[-0.55,-0.03,+0.21]Nm | pwm=[1000,1213,1000,1300,1000,1000]us
[modee] FLIGHT | pos=[-0.037,-0.377,-0.262]m | f_tot=[+7.88,+0.28,+2.24]N(w) | f_grf=[-0.00,-0.00,+0.00]N(w) | f_leg=[+0.00,+0.00,-0.00]N(w) | f_prop=[+7.88,+0.28,+2.24]N(w) | tau=[-0.56,-0.03,+0.20]Nm | pwm=[1000,1213,1000,1300,1000,1000]us
[modee] FLIGHT | pos=[-0.037,-0.377,-0.263]m | f_tot=[+7.88,+0.27,+2.24]N(w) | f_grf=[-0.00,-0.00,+0.00]N(w) | f_leg=[+0.00,+0.00,-0.00]N(w) | f_prop=[+7.88,+0.27,+2.24]N(w) | tau=[-0.56,-0.03,+0.20]Nm | pwm=[1000,1212,1000,1300,1000,1000]us
[modee] FLIGHT | pos=[-0.037,-0.377,-0.263]m | f_tot=[+7.88,+0.26,+2.24]N(w) | f_grf=[-0.00,-0.00,+0.00]N(w) | f_leg=[+0.00,+0.00,-0.00]N(w) | f_prop=[+7.88,+0.26,+2.24]N(w) | tau=[-0.56,-0.03,+0.20]Nm | pwm=[1000,1212,1000,1300,1000,1000]us
[modee] FLIGHT | pos=[-0.036,-0.377,-0.263]m | f_tot=[+7.88,+0.26,+2.24]N(w) | f_grf=[-0.00,-0.00,+0.00]N(w) | f_leg=[+0.00,+0.00,-0.00]N(w) | f_prop=[+7.88,+0.26,+2.24]N(w) | tau=[-0.56,-0.03,+0.20]Nm | pwm=[1000,1212,1000,1300,1000,1000]us
[modee] FLIGHT | pos=[-0.036,-0.377,-0.263]m | f_tot=[+7.88,+0.25,+2.24]N(w) | f_grf=[-0.00,-0.00,+0.00]N(w) | f_leg=[+0.00,+0.00,-0.00]N(w) | f_prop=[+7.88,+0.25,+2.24]N(w) | tau=[-0.57,-0.03,+0.20]Nm | pwm=[1000,1212,1000,1300,1000,1000]us
[modee] FLIGHT | pos=[-0.036,-0.377,-0.264]m | f_tot=[+7.88,+0.24,+2.24]N(w) | f_grf=[-0.00,-0.00,+0.00]N(w) | f_leg=[+0.00,+0.00,-0.00]N(w) | f_prop=[+7.88,+0.24,+2.24]N(w) | tau=[-0.57,-0.03,+0.20]Nm | pwm=[1000,1211,1000,1300,1000,1000]us
